1,Article Title,Authors,Journal,Keywords,Abstract,Publication Year,DOI Link,Paper number,Read by,Overlapping papers,Relevant,Not_relevant_reason,Experiment_type,Management/Treatment_specific,Treatment_broad,Focus_broad,Focus_specific,Focus_details,BEF_focus,EF_group_broad,EF_group_specific,EF_specific,EF_details,Ecosystem function_measurement,Service/disservice,EF_dimens,EF_dimens_specific,Trophic level_function,AG_BG,Strata_EF,Relationship_management_function,context dependency_management_function,Biodiversity manipulation (broad),Biodiversity manipulation (specific),Dir/indir_biodiversity,Indirect_specific,Trophic level_biodiversity,Trophic group,Trophic group_broad,Functional group,Taxon_broad,Taxon_spec,Taxon_details,Div_level,Div_index,Div_index_specific,Relationship_diversity,Relationship assessment,Source result,Relationship_management_diversity,Context dependency_management_diversity,Climate change,Climate change (specific),Climate_response,Relationship_climate,Habitat,Habitat_response,Relationship_habitat,other covariate,which other covariate,BEF_context depend_broad,BEF_context depend_spec,Context dependency BEF_explanations,Ecosystem_type_broad,Ecosystem_type_specific,Continent,Country_broad,Country_details,GPS_N,GPS_E,Comment
254,Toward a sustainable grazing management based on biodiversity and ecosystem multifunctionality in drylands,"Zhang, RY; Wang, JS; Niu, SL",CURR OPIN ENV SUST,,"Overgrazing largely causes biodiversity loss and land degradation in drylands. Studying the relationship between multiple biodiversity (MBD) across trophic levels and ecosystem multifunctionality (EMF) is becoming a frontier in ecosystem science. Here, by synthesizing the impacts of grazing on MBD and EMF in drylands, we found that the response of MBD depends on the interactions of grazing intensity, livestock type and aridity. MBD responds to grazing intensity following a unimodal pattern in the relatively humid areas, but a negatively linear response in the dry areas. Moreover, the MBD mediates the response of EMF to grazing. Therefore, we suggest a sustainable grassland management considering grazing practices and local climate to maintain a high-level of EMF and MBD conservation in drylands.",2021,http://dx.doi.org/10.1016/j.cosust.2020.09.005,161,Oksana,,No ,Literature review,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
255,Functional traits in cover crop mixtures: Biological nitrogen fixation and multifunctionality,"Blesh, J",J APPL ECOL,agroecology; biological nitrogen fixation; cover crops; ecological nutrient management; functional diversity; functional trait; multifunctionality; on-farm research; plant traits; soil fertility,"1. Cover crop mixtures with complementary plant functional traits including biological nitrogen fixation (BNF) may supply nitrogen (N) to farm fields while simultaneously providing other ecosystem functions such as N retention and weed suppression (i.e., multifunctionality). Understanding variation in these relationships across farms can help advance trait-based research in agroecology and ecological approaches to nutrient management. 2. This on-farm experiment explored the contributions of two-and three-species cover crop mixtures, which combined legumes, brassicas and cool season grasses, to ecosystem functions across a gradient of soil fertility levels driven by farm management history. 3. I evaluated the predictions that functional trait diversity of the cover crops would explain variation in multifunctionality, and that legume biomass and BNF within mixtures would be inversely correlated with indicators of soil N availability from organic matter across the farm gradient. 4. Ecosystem functions varied widely across farms. As expected, functional diversity was a significant predictor of multifunctionality, although the relationship was weak. Cover crop mixtures had significantly greater multifunctionality than a cereal rye monoculture, though not at the highest observed levels of each function, indicating trade-offs among functions. Linear regression models showed that legume biomass and BNF were negatively correlated with soil properties indicative of N availability from soil organic matter, whereas non-legume and weed biomass were positively correlated with other measures of soil fertility. 5. Synthesis and applications. Cover crop mixtures can increase functional diversity within crop rotations. Designing mixtures with complementary plant traits may be particularly effective for increasing multifunctionality and agroecosystem sustainability. On-farm research to understand variation in biological nitrogen fixation, which is both a plant trait and a key ecosystem function, across heterogeneous soil conditions, can inform management of soil fertility based on ecological principles.",2018,http://dx.doi.org/10.1111/1365-2664.13011,162,Oksana,,Yes,NA,manipulative field experiment,Cover crop diversity,Biodiversity effects,Plant diversity,Cover crop diversity,cover crop diversity,Biodiversity (as management tool),Multifunctionality,Multifunctionality,Multifunctionality,multiple thresholds,"Includes: total above-ground biomass production, N retention in above-ground biomass, N supply from BNF, and weed suppression",service,combined,"stocks, rates",1,AG,herb,NA,NA,Yes,"crop plant species number (monocultures, two- and three-species cover crop mixtures)",direct,direct,1,plants,plants,plants,plants,plants,crop plants,functional,distance-based indices,Rao's Q,positive,P-value,Fig. 4,NA,NA,No,NA,NA,NA,No,NA,NA,Yes,soil properties,No,No,NA,croplands,organic vegetable production farms,North America,USA,USA (southeastern Michigan),,,No management tests
256,Forest multifunctionality is not resilient to intensive forestry,"Pohjanmies, T; Eyvindson, K; Trivino, M; Bengtsson, J; Monkkonen, M",EUR J FOREST RES,Sustainable forest management; Ecosystem services; Biodiversity; Boreal forest; Finland; Transformation capacity,"There is ample evidence that intensive management of ecosystems causes declines in biodiversity as well as in multiple ecosystem services, i.e., in multifunctionality. However, less is known about the permanence and reversibility of these responses. To gain insight into whether multifunctionality can be sustained under intensive management, we developed a framework building on the concept of resilience: a system's ability to avoid displacement and to return or transform to a desired state. We applied it to test the ability of forest multifunctionality to persist during and recover from intensive management for timber production in a boreal forest. Using forest growth simulations and multiobjective optimization, we created alternative future paths where the forest was managed for maximal timber production, for forest multifunctionality, or first maximal timber production and then multifunctionality. We show that forest multifunctionality is substantially diminished under intensive forestry and recovers the slower, the longer intensive forestry has been continued. Intensive forestry thus not only reduces forest multifunctionality but hinders its recovery should management goals change, i.e., weakens its resilience. The results suggest a need to adjust ecosystem management according to long-term sustainability goals already today.",2021,http://dx.doi.org/10.1007/s10342-020-01348-7,163,Oksana,,No ,"No biodiversity (despite that stated in paper), simulation model",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
257,Single-Species Artificial Grasslands Decrease Soil Multifunctionality in a Temperate Steppe on the Qinghai-Tibet Plateau,"Chen, KL; Zhou, HK; Lu, BB; Wu, Y; Wang, J; Zhao, ZW; Li, YZ; Wang, M; Zhang, Y; Chen, WJ; Liu, GB; Xue, S",AGRONOMY-BASEL,artificial grasslands; soil microbial diversity; ecosystem multifunctionality; microbial sequencing,"Artificial grasslands have been regarded as an effective method to improve grass production and quality, especially on the Qinghai-Tibet Plateau. Soil ecosystem multifunctionality (EMF) plays an important role in sustainable regional development. However, few studies have investigated the impacts of artificial grasslands on soil EMF. Here, we constructed single-species artificial grasslands in a natural temperate steppe and investigated soil microbial communities, abiotic factors (soil moisture and pH), and functions related to biogeochemical cycles to explore (1) how the transformation from temperate steppe to artificial grasslands affected soil EMF and (2) the roles of species and phylogenetic microbial diversities, microbial community composition, and abiotic factors in driving differences in soil EMF. Our results showed that artificial grasslands decreased soil EMF regardless of planting species; that the bacterial and fungal community composition contributed more to soil EMF prediction than species and phylogenetic diversities; and that microbial phylogenetic diversities were negatively associated with soil EMF. Soil pH played an important role in the effects of artificial grasslands on soil EMF-artificial grasslands increased soil pH, which was negatively associated with soil EMF. Overall, the benefits of establishing artificial grasslands, for example, higher grass production and quality, might be at the expense of soil EMF. Further studies should explore mixed-species artificial grasslands.",2021,http://dx.doi.org/10.3390/agronomy11112092,164,Oksana,,Yes,NA,manipulative field experiment,Natural grasslands vs artificial monoculture grasslands,Biodiversity effects,Plant diversity,Plant community diversity,grassland plant diversity,Biodiversity (as management tool),Multifunctionality,Multifunctionality,Multifunctionality,averaging,Includes:  soil properties,service,soil properties,soil properties,soil,BG,soil,NA,NA,Yes,plant natural policulture grassland vs artificial monoculture grasslands,direct,direct,1,plants,plants,plants,plants,plants,plants,species,richness,richness,positive,P-value,Fig. 1,NA,NA,No,NA,NA,NA,No,NA,NA,No,NA,biotic properties of study system,plant taxa,monoculture species,grasslands,temperate steppe,Asia,China,"China (Tongde County, Qinghai Province)",35.25° N,100.65° E,No management tests
258,Single-Species Artificial Grasslands Decrease Soil Multifunctionality in a Temperate Steppe on the Qinghai-Tibet Plateau,"Chen, KL; Zhou, HK; Lu, BB; Wu, Y; Wang, J; Zhao, ZW; Li, YZ; Wang, M; Zhang, Y; Chen, WJ; Liu, GB; Xue, S",AGRONOMY-BASEL,artificial grasslands; soil microbial diversity; ecosystem multifunctionality; microbial sequencing,"Artificial grasslands have been regarded as an effective method to improve grass production and quality, especially on the Qinghai-Tibet Plateau. Soil ecosystem multifunctionality (EMF) plays an important role in sustainable regional development. However, few studies have investigated the impacts of artificial grasslands on soil EMF. Here, we constructed single-species artificial grasslands in a natural temperate steppe and investigated soil microbial communities, abiotic factors (soil moisture and pH), and functions related to biogeochemical cycles to explore (1) how the transformation from temperate steppe to artificial grasslands affected soil EMF and (2) the roles of species and phylogenetic microbial diversities, microbial community composition, and abiotic factors in driving differences in soil EMF. Our results showed that artificial grasslands decreased soil EMF regardless of planting species; that the bacterial and fungal community composition contributed more to soil EMF prediction than species and phylogenetic diversities; and that microbial phylogenetic diversities were negatively associated with soil EMF. Soil pH played an important role in the effects of artificial grasslands on soil EMF-artificial grasslands increased soil pH, which was negatively associated with soil EMF. Overall, the benefits of establishing artificial grasslands, for example, higher grass production and quality, might be at the expense of soil EMF. Further studies should explore mixed-species artificial grasslands.",2021,http://dx.doi.org/10.3390/agronomy11112092,164,Oksana,,Yes,NA,manipulative field experiment,Natural grasslands vs artificial monoculture grasslands,Biodiversity effects,Plant diversity,Plant community diversity,grassland plant diversity,Biodiversity (as management tool),Multifunctionality,Multifunctionality,Multifunctionality,averaging,Includes:  soil properties,service,soil properties,soil properties,soil,BG,soil,NA,NA,Yes,plant natural policulture grassland vs artificial monoculture grasslands,trophic cascades,trophic cascades,"2,3",consumers,consumers,bacteria,microorganisms,bacteria,soil bacteria,species,information indices,Shannon,negative,P-value,Fig. 4,NA,NA,No,NA,NA,NA,No,NA,NA,No,NA,No,No,NA,grasslands,temperate steppe,Asia,China,"China (Tongde County, Qinghai Province)",35.25° N,100.65° E,No management tests
259,Single-Species Artificial Grasslands Decrease Soil Multifunctionality in a Temperate Steppe on the Qinghai-Tibet Plateau,"Chen, KL; Zhou, HK; Lu, BB; Wu, Y; Wang, J; Zhao, ZW; Li, YZ; Wang, M; Zhang, Y; Chen, WJ; Liu, GB; Xue, S",AGRONOMY-BASEL,artificial grasslands; soil microbial diversity; ecosystem multifunctionality; microbial sequencing,"Artificial grasslands have been regarded as an effective method to improve grass production and quality, especially on the Qinghai-Tibet Plateau. Soil ecosystem multifunctionality (EMF) plays an important role in sustainable regional development. However, few studies have investigated the impacts of artificial grasslands on soil EMF. Here, we constructed single-species artificial grasslands in a natural temperate steppe and investigated soil microbial communities, abiotic factors (soil moisture and pH), and functions related to biogeochemical cycles to explore (1) how the transformation from temperate steppe to artificial grasslands affected soil EMF and (2) the roles of species and phylogenetic microbial diversities, microbial community composition, and abiotic factors in driving differences in soil EMF. Our results showed that artificial grasslands decreased soil EMF regardless of planting species; that the bacterial and fungal community composition contributed more to soil EMF prediction than species and phylogenetic diversities; and that microbial phylogenetic diversities were negatively associated with soil EMF. Soil pH played an important role in the effects of artificial grasslands on soil EMF-artificial grasslands increased soil pH, which was negatively associated with soil EMF. Overall, the benefits of establishing artificial grasslands, for example, higher grass production and quality, might be at the expense of soil EMF. Further studies should explore mixed-species artificial grasslands.",2021,http://dx.doi.org/10.3390/agronomy11112092,164,Oksana,,Yes,NA,manipulative field experiment,Natural grasslands vs artificial monoculture grasslands,Biodiversity effects,Plant diversity,Plant community diversity,grassland plant diversity,Biodiversity (as management tool),Multifunctionality,Multifunctionality,Multifunctionality,averaging,Includes:  soil properties,service,soil properties,soil properties,soil,BG,soil,NA,NA,Yes,plant natural policulture grassland vs artificial monoculture grasslands,trophic cascades,trophic cascades,"2,3",consumers,consumers,bacteria,microorganisms,bacteria,soil bacteria,phylogenetic,richness,richness,negative,P-value,Fig. 4,NA,NA,No,NA,NA,NA,No,NA,NA,No,NA,No,No,NA,grasslands,temperate steppe,Asia,China,"China (Tongde County, Qinghai Province)",35.25° N,100.65° E,No management tests
260,Single-Species Artificial Grasslands Decrease Soil Multifunctionality in a Temperate Steppe on the Qinghai-Tibet Plateau,"Chen, KL; Zhou, HK; Lu, BB; Wu, Y; Wang, J; Zhao, ZW; Li, YZ; Wang, M; Zhang, Y; Chen, WJ; Liu, GB; Xue, S",AGRONOMY-BASEL,artificial grasslands; soil microbial diversity; ecosystem multifunctionality; microbial sequencing,"Artificial grasslands have been regarded as an effective method to improve grass production and quality, especially on the Qinghai-Tibet Plateau. Soil ecosystem multifunctionality (EMF) plays an important role in sustainable regional development. However, few studies have investigated the impacts of artificial grasslands on soil EMF. Here, we constructed single-species artificial grasslands in a natural temperate steppe and investigated soil microbial communities, abiotic factors (soil moisture and pH), and functions related to biogeochemical cycles to explore (1) how the transformation from temperate steppe to artificial grasslands affected soil EMF and (2) the roles of species and phylogenetic microbial diversities, microbial community composition, and abiotic factors in driving differences in soil EMF. Our results showed that artificial grasslands decreased soil EMF regardless of planting species; that the bacterial and fungal community composition contributed more to soil EMF prediction than species and phylogenetic diversities; and that microbial phylogenetic diversities were negatively associated with soil EMF. Soil pH played an important role in the effects of artificial grasslands on soil EMF-artificial grasslands increased soil pH, which was negatively associated with soil EMF. Overall, the benefits of establishing artificial grasslands, for example, higher grass production and quality, might be at the expense of soil EMF. Further studies should explore mixed-species artificial grasslands.",2021,http://dx.doi.org/10.3390/agronomy11112092,164,Oksana,,Yes,NA,manipulative field experiment,Natural grasslands vs artificial monoculture grasslands,Biodiversity effects,Plant diversity,Plant community diversity,grassland plant diversity,Biodiversity (as management tool),Multifunctionality,Multifunctionality,Multifunctionality,averaging,Includes:  soil properties,service,soil properties,soil properties,soil,BG,soil,NA,NA,Yes,plant natural policulture grassland vs artificial monoculture grasslands,trophic cascades,trophic cascades,"2,3",consumers,consumers,bacteria,microorganisms,bacteria,soil bacteria,species,beta diversity,beta diversity,positive,P-value,Fig. 4,NA,NA,No,NA,NA,NA,No,NA,NA,No,NA,No,No,NA,grasslands,temperate steppe,Asia,China,"China (Tongde County, Qinghai Province)",35.25° N,100.65° E,No management tests
261,Single-Species Artificial Grasslands Decrease Soil Multifunctionality in a Temperate Steppe on the Qinghai-Tibet Plateau,"Chen, KL; Zhou, HK; Lu, BB; Wu, Y; Wang, J; Zhao, ZW; Li, YZ; Wang, M; Zhang, Y; Chen, WJ; Liu, GB; Xue, S",AGRONOMY-BASEL,artificial grasslands; soil microbial diversity; ecosystem multifunctionality; microbial sequencing,"Artificial grasslands have been regarded as an effective method to improve grass production and quality, especially on the Qinghai-Tibet Plateau. Soil ecosystem multifunctionality (EMF) plays an important role in sustainable regional development. However, few studies have investigated the impacts of artificial grasslands on soil EMF. Here, we constructed single-species artificial grasslands in a natural temperate steppe and investigated soil microbial communities, abiotic factors (soil moisture and pH), and functions related to biogeochemical cycles to explore (1) how the transformation from temperate steppe to artificial grasslands affected soil EMF and (2) the roles of species and phylogenetic microbial diversities, microbial community composition, and abiotic factors in driving differences in soil EMF. Our results showed that artificial grasslands decreased soil EMF regardless of planting species; that the bacterial and fungal community composition contributed more to soil EMF prediction than species and phylogenetic diversities; and that microbial phylogenetic diversities were negatively associated with soil EMF. Soil pH played an important role in the effects of artificial grasslands on soil EMF-artificial grasslands increased soil pH, which was negatively associated with soil EMF. Overall, the benefits of establishing artificial grasslands, for example, higher grass production and quality, might be at the expense of soil EMF. Further studies should explore mixed-species artificial grasslands.",2021,http://dx.doi.org/10.3390/agronomy11112092,164,Oksana,,Yes,NA,manipulative field experiment,Natural grasslands vs artificial monoculture grasslands,Biodiversity effects,Plant diversity,Plant community diversity,grassland plant diversity,Biodiversity (as management tool),Multifunctionality,Multifunctionality,Multifunctionality,averaging,Includes:  soil properties,service,soil properties,soil properties,soil,BG,soil,NA,NA,Yes,plant natural policulture grassland vs artificial monoculture grasslands,trophic cascades,trophic cascades,"2,3",consumers,consumers,fungi,microorganisms,fungi,soil fungi,species,information indices,Shannon,neutral,P-value,Fig. 4,NA,NA,No,NA,NA,NA,No,NA,NA,No,NA,No,No,NA,grasslands,temperate steppe,Asia,China,"China (Tongde County, Qinghai Province)",35.25° N,100.65° E,No management tests
262,Single-Species Artificial Grasslands Decrease Soil Multifunctionality in a Temperate Steppe on the Qinghai-Tibet Plateau,"Chen, KL; Zhou, HK; Lu, BB; Wu, Y; Wang, J; Zhao, ZW; Li, YZ; Wang, M; Zhang, Y; Chen, WJ; Liu, GB; Xue, S",AGRONOMY-BASEL,artificial grasslands; soil microbial diversity; ecosystem multifunctionality; microbial sequencing,"Artificial grasslands have been regarded as an effective method to improve grass production and quality, especially on the Qinghai-Tibet Plateau. Soil ecosystem multifunctionality (EMF) plays an important role in sustainable regional development. However, few studies have investigated the impacts of artificial grasslands on soil EMF. Here, we constructed single-species artificial grasslands in a natural temperate steppe and investigated soil microbial communities, abiotic factors (soil moisture and pH), and functions related to biogeochemical cycles to explore (1) how the transformation from temperate steppe to artificial grasslands affected soil EMF and (2) the roles of species and phylogenetic microbial diversities, microbial community composition, and abiotic factors in driving differences in soil EMF. Our results showed that artificial grasslands decreased soil EMF regardless of planting species; that the bacterial and fungal community composition contributed more to soil EMF prediction than species and phylogenetic diversities; and that microbial phylogenetic diversities were negatively associated with soil EMF. Soil pH played an important role in the effects of artificial grasslands on soil EMF-artificial grasslands increased soil pH, which was negatively associated with soil EMF. Overall, the benefits of establishing artificial grasslands, for example, higher grass production and quality, might be at the expense of soil EMF. Further studies should explore mixed-species artificial grasslands.",2021,http://dx.doi.org/10.3390/agronomy11112092,164,Oksana,,Yes,NA,manipulative field experiment,Natural grasslands vs artificial monoculture grasslands,Biodiversity effects,Plant diversity,Plant community diversity,grassland plant diversity,Biodiversity (as management tool),Multifunctionality,Multifunctionality,Multifunctionality,averaging,Includes:  soil properties,service,soil properties,soil properties,soil,BG,soil,NA,NA,Yes,plant natural policulture grassland vs artificial monoculture grasslands,trophic cascades,trophic cascades,"2,3",consumers,consumers,fungi,microorganisms,fungi,soil fungi,phylogenetic,richness,richness,neutral,P-value,Fig. 4,NA,NA,No,NA,NA,NA,No,NA,NA,No,NA,No,No,NA,grasslands,temperate steppe,Asia,China,"China (Tongde County, Qinghai Province)",35.25° N,100.65° E,No management tests
263,Single-Species Artificial Grasslands Decrease Soil Multifunctionality in a Temperate Steppe on the Qinghai-Tibet Plateau,"Chen, KL; Zhou, HK; Lu, BB; Wu, Y; Wang, J; Zhao, ZW; Li, YZ; Wang, M; Zhang, Y; Chen, WJ; Liu, GB; Xue, S",AGRONOMY-BASEL,artificial grasslands; soil microbial diversity; ecosystem multifunctionality; microbial sequencing,"Artificial grasslands have been regarded as an effective method to improve grass production and quality, especially on the Qinghai-Tibet Plateau. Soil ecosystem multifunctionality (EMF) plays an important role in sustainable regional development. However, few studies have investigated the impacts of artificial grasslands on soil EMF. Here, we constructed single-species artificial grasslands in a natural temperate steppe and investigated soil microbial communities, abiotic factors (soil moisture and pH), and functions related to biogeochemical cycles to explore (1) how the transformation from temperate steppe to artificial grasslands affected soil EMF and (2) the roles of species and phylogenetic microbial diversities, microbial community composition, and abiotic factors in driving differences in soil EMF. Our results showed that artificial grasslands decreased soil EMF regardless of planting species; that the bacterial and fungal community composition contributed more to soil EMF prediction than species and phylogenetic diversities; and that microbial phylogenetic diversities were negatively associated with soil EMF. Soil pH played an important role in the effects of artificial grasslands on soil EMF-artificial grasslands increased soil pH, which was negatively associated with soil EMF. Overall, the benefits of establishing artificial grasslands, for example, higher grass production and quality, might be at the expense of soil EMF. Further studies should explore mixed-species artificial grasslands.",2021,http://dx.doi.org/10.3390/agronomy11112092,164,Oksana,,Yes,NA,manipulative field experiment,Natural grasslands vs artificial monoculture grasslands,Biodiversity effects,Plant diversity,Plant community diversity,grassland plant diversity,Biodiversity (as management tool),Multifunctionality,Multifunctionality,Multifunctionality,averaging,Includes:  soil properties,service,soil properties,soil properties,soil,BG,soil,NA,NA,Yes,plant natural policulture grassland vs artificial monoculture grasslands,trophic cascades,trophic cascades,"2,3",consumers,consumers,fungi,microorganisms,fungi,soil fungi,species,beta diversity,beta diversity,positive,P-value,Fig. 4,NA,NA,No,NA,NA,NA,No,NA,NA,No,NA,No,No,NA,grasslands,temperate steppe,Asia,China,"China (Tongde County, Qinghai Province)",35.25° N,100.65° E,No management tests
264,Shifts in functional compositions predict desired multifunctionality along fragmentation intensities in an alpine grassland,"Song, MH; Zhu, JF; Li, YK; Zhou, HK; Xu, XL; Cao, GM; Lin, L; Ouyang, H",ECOL INDIC,Functional composition; Grassland; Multiple ecosystem functions; Tibetan Plateau; Trade-off; Vegetation patchiness,"Grassland ecosystems are experiencing increasing perturbations from climate change and anthropogenic activities, which often cause vegetation fragmentation and grassland degradation. Although individual ecosystem functions have been extensively investigated in the vegetation fragmentation and grassland degradation processes, the multiple ecosystem functions are rarely evaluated. Moreover, little is known on how species richness and functional compositions are associated with individual functions, and how such functions contribute to multifunctionality during vegetation fragmentation. In this study, 14 interconnected functions were derived from the seven fragmentation intensities of grassland on the Tibetan Plateau. According to vegetation continuity, three communities (an ungrazed grasses and Kobresia humilis community, a lightly-grazed Kobresia humilis and K. pygmaea community, and a medium-grazed K. pygmaea community) were treated as the pre-patchiness stage, and four communities (a heavily-grazed cracked K. pygmaea community, an eroded K. pygmaea community, a severely eroded K. pygmaea community, and a bare black-soil crust) were treated as the vegetation patchiness stage. Multivariate diversity interaction framework was used to test the effects of species richness and functional composition on multiple ecosystem functions. Desired multifunctionality was assessed based on three relatively independent functions: aboveground biomass, belowground biomass, and soil organic carbon (SOC) storage. The threshold was identified to signify the rapid decline of the multifunctionality. Our results showed that positive effects of species richness were observed among most of the functions in pre-patchiness communities. Such effects disappeared in vegetation patchiness communities. Shifts in functional composition explained the large variations in most of the functions in the two stages. Furthermore, a trade-off in abundance between grasses and sedges contributed to the negative correlation between the aboveground and belowground biomass in the pre-patchiness stage. Consistent decreases in the abundance of functional groups led to a rapid decline of the individual functions, and, as a consequence, an abrupt decline in the multifunctionality. Our results demonstrated that managing grassland for ecosystem multifunctionality and species conservation requires a detailed understanding of the effects of the various drivers, including species richness, functional composition, grazing intensity, and climate conditions.",2020,http://dx.doi.org/10.1016/j.ecolind.2020.106095,165,Oksana,,Yes,NA,field observation,Fragmentation intensity,Land use intensity,Management intensity,Fragmentation,fragmentation intensity,NA,Multifunctionality,Multifunctionality,Multifunctionality,averaging,"Includes:  aboveground biomass, belowground biomass, and soil organic carbon pool.",service,combined,"stocks, soil properties","1, soil","AG, BG","herb, soil",negative,patchiness of grassland vegetation,No,NA,indirect,via land use,1,plants,plants,plants,plants,plants,plants,species,richness,richness,positive,P-value,Fig. 4,NA,NA,No,NA,NA,NA,No,NA,NA,No,NA,land use factors,land use,"fragmentation intensity, patchiness of grassland vegetation",grasslands,alpine grasslands (summer grazing pastures),Asia,China,China (Qinghai province),"Haibei (37.80 °N, 100.48 E), Huangnan (35.01° N, 101.54 E), and Guoluo (34.46° N, 100°25 E)","Haibei (37.80 °N, 100.48 E), Huangnan (35.01° N, 101.54 E), and Guoluo (34.46° N, 100°25 E)",No management tests
265,Above- and belowground biodiversity drives soil multifunctionality along a long-term grassland restoration chronosequence,"Guo, YQ; Xu, TQ; Cheng, JM; Wei, GH; Lin, YB",SCI TOTAL ENVIRON,Soil multifunctionality; Nutrient cycling; Biodiversity-ecosystem functioning; Ecological restoration; Soil chronosequence,"Restoring degraded land is an efficient strategy for improving biodiversity and ecosystem functioning. However, the effects of aboveground and belowground biodiversity on multiple ecosystem functions (multifunctionality) during ecological restoration are not well understood. Here, the relationships between plant and microbial communities and soil multifunctionality were assessed in a 30-year natural grassland restoration chronosequence on the Loess Plateau, China. Soil multifunctionality, in relation to the carbon, nitrogen, phosphorus, and sulfur cyder, was quantified. Soil bacterial and fungal communities were analyzed by high-throughput sequencing using the Illumina HiSeq platform The results showed that soil multifunctionality was significantly increased with the increasing period of grassland restoration. Plant and bacterial diversity, rather than fungal diversity, were significantly and positively correlated with soil multifunctionality based on single functions, averaging, and multiple threshold approaches. Random forest and structural equation modeling analyses showed that soil multifunctionality was affected by both biotic and abiotic factors. Plant diversity and bacterial community composition had direct effects, whereas plant community composition had both direct and indirect effects on soil multifunctionality. Restoration period and soil pH indirectly affected soil multifunctionality by altering plant and bacterial communities. This work demonstrates the importance of aboveground and belowground biodiversity in driving soil multifunctionality during grassland restoration. The results provide empirical evidence that conserving biodiversity is crucial for maintaining ecosystem functions in restored areas. (C) 2021 Elsevier B.V. All rights reserved.",2021,http://dx.doi.org/10.1016/j.scitotenv.2021.145010,166,Oksana,,Yes,NA,field observation,Restoration period,Restoration,Restoration,Restoration,restoration period,NA,Multifunctionality,Multifunctionality,Multifunctionality,"averaging, single threshold, multiple thresholds",Includes:  soil properties,service,soil properties,soil properties,soil,BG,soil,positive,Multifunctionality measurement,No,NA,indirect,via land use,1,plants,plants,plants,plants,plants,plants,species,richness,richness,positive,P-value,Fig. 2,positive,No,No,NA,NA,NA,No,NA,NA,Yes,"soil pH, community compositions of plants, funcgy and bactera",No,No,NA,grasslands,semiarid temperate steppe,Asia,China,China( Loess Plateau region of Northwest China),36°10?–36°14? N,106°21?–106°27? E,
266,Above- and belowground biodiversity drives soil multifunctionality along a long-term grassland restoration chronosequence,"Guo, YQ; Xu, TQ; Cheng, JM; Wei, GH; Lin, YB",SCI TOTAL ENVIRON,Soil multifunctionality; Nutrient cycling; Biodiversity-ecosystem functioning; Ecological restoration; Soil chronosequence,"Restoring degraded land is an efficient strategy for improving biodiversity and ecosystem functioning. However, the effects of aboveground and belowground biodiversity on multiple ecosystem functions (multifunctionality) during ecological restoration are not well understood. Here, the relationships between plant and microbial communities and soil multifunctionality were assessed in a 30-year natural grassland restoration chronosequence on the Loess Plateau, China. Soil multifunctionality, in relation to the carbon, nitrogen, phosphorus, and sulfur cyder, was quantified. Soil bacterial and fungal communities were analyzed by high-throughput sequencing using the Illumina HiSeq platform The results showed that soil multifunctionality was significantly increased with the increasing period of grassland restoration. Plant and bacterial diversity, rather than fungal diversity, were significantly and positively correlated with soil multifunctionality based on single functions, averaging, and multiple threshold approaches. Random forest and structural equation modeling analyses showed that soil multifunctionality was affected by both biotic and abiotic factors. Plant diversity and bacterial community composition had direct effects, whereas plant community composition had both direct and indirect effects on soil multifunctionality. Restoration period and soil pH indirectly affected soil multifunctionality by altering plant and bacterial communities. This work demonstrates the importance of aboveground and belowground biodiversity in driving soil multifunctionality during grassland restoration. The results provide empirical evidence that conserving biodiversity is crucial for maintaining ecosystem functions in restored areas. (C) 2021 Elsevier B.V. All rights reserved.",2021,http://dx.doi.org/10.1016/j.scitotenv.2021.145010,166,Oksana,,Yes,NA,field observation,Restoration period,Restoration,Restoration,Restoration,restoration period,NA,Multifunctionality,Multifunctionality,Multifunctionality,"averaging, single threshold, multiple thresholds",Includes:  soil properties,service,soil properties,soil properties,soil,BG,soil,positive,Multifunctionality measurement,No,NA,indirect,via land use,"2,3",consumers,consumers,bacteria,microorganisms,bacteria,soil bacteria,species,richness,richness,positive,P-value,Fig. 2,positive,No,No,NA,NA,NA,No,NA,NA,Yes,"soil pH, community compositions of plants, funcgy and bactera",No,No,NA,grasslands,semiarid temperate steppe,Asia,China,China( Loess Plateau region of Northwest China),36°10?–36°14? N,106°21?–106°27? E,
